Date,Quantity,Sales_Amount,Profit,Products_Sold,Promotions,Holiday_Flag
2019-03-08,4395,15156260.140561668,4675105.848705676,400,0,0
2019-03-09,5044,17572243.091510624,5379736.26256102,400,0,0
2019-03-10,4980,17312170.531167895,5360627.536468667,400,0,0
2019-03-11,4417,15216480.157921728,4687618.706609419,400,0,0
2019-03-12,4405,15297927.2411468,4721472.269582618,400,0,0
2019-03-13,4363,15258668.192016793,4732835.96063082,400,0,0
2019-03-14,4355,15127810.67230909,4642443.516467262,400,0,0
2019-03-15,4465,15425233.29321403,4764706.235142162,400,0,0
2019-03-16,4999,17213409.60380401,5277524.499276674,400,0,0
2019-03-17,5022,17383843.45157082,5354021.603088919,400,0,0
2019-03-18,4466,15524840.835827006,4802411.365624923,400,0,0
2019-03-19,4496,15823081.231104674,4893216.396852816,400,0,0
2019-03-20,4480,15675188.245922366,4856474.322186123,400,0,0
2019-03-21,4442,15303304.822728807,4734792.514726504,400,0,0
2019-03-22,4472,15479558.103984538,4753814.79946666,400,0,0
2019-03-23,5058,17494363.106065046,5392508.07822986,400,0,0
2019-03-24,5036,17436517.93246423,5328728.770169564,400,0,0
2019-03-25,4603,15971664.88028729,4943818.1545291785,400,0,0
2019-03-26,4541,15865126.81345336,4907647.680368796,400,0,0
2019-03-27,4508,15568521.290314246,4781867.349185877,400,0,0
2019-03-28,4397,15359157.459745806,4736156.028929942,400,0,0
2019-03-29,4561,15787635.376893425,4853105.57764598,400,0,0
2019-03-30,5003,17293397.39974322,5352350.852765022,400,0,0
2019-03-31,5164,17883963.506598055,5508327.392467635,400,0,0
2019-04-01,4551,15873791.319626877,4872682.083394872,400,0,0
2019-04-02,4568,15849261.872783534,4879765.210650864,400,0,0
2019-04-03,4558,15816463.554111319,4867171.069455119,400,0,0
2019-04-04,4578,15816442.583046207,4888019.232539005,400,0,0
2019-04-05,4607,15872991.255237244,4896103.327575566,400,0,0
2019-04-06,5062,17713754.966213178,5476509.678874483,400,0,0
2019-04-07,5125,17895560.893241692,5496189.71523088,400,0,0
2019-04-08,4631,16212171.73629091,5013002.883952463,400,0,0
2019-04-09,4613,16070434.20335419,4992168.821563696,400,0,0
2019-04-10,4644,16200272.466414029,5015204.227155304,400,0,0
2019-04-11,4586,16010139.302480701,4939163.305510115,400,0,0
2019-04-12,4550,15797326.837771999,4927975.865968851,400,0,0
2019-04-13,5118,17769909.79585722,5521827.148669617,400,0,0
2019-04-14,5277,18388903.50452767,5675143.70138234,400,0,0
2019-04-15,4629,16132478.722406382,4949529.448396529,400,0,0
2019-04-16,4628,16113685.768792363,4943682.547041005,400,0,0
2019-04-17,4625,16100605.44028275,4975021.601711044,400,0,0
2019-04-18,4654,16239824.366191551,5037925.116759667,400,0,0
2019-04-19,4605,15954038.021261562,4933404.271193682,400,0,0
2019-04-20,5219,18223448.34436525,5635768.281088629,400,0,0
2019-04-21,5150,17876659.50350421,5530735.228022113,400,0,0
2019-04-22,4615,15882192.895440307,4918834.611132167,400,0,0
2019-04-23,4620,15841931.799195632,4895691.567975303,400,0,0
2019-04-24,4654,16146948.996728376,4985476.275985479,400,0,0
2019-04-25,4583,16141016.659344846,4983607.79347464,400,0,0
2019-04-26,4663,16208044.832306698,5000282.674373141,400,0,0
2019-04-27,5237,18348149.21254321,5699070.874631042,400,0,0
2019-04-28,5181,17990468.130916554,5541264.052713393,400,0,0
2019-04-29,4709,16420858.737078134,5078025.295733623,400,0,0
2019-04-30,4602,16001840.039093982,4928373.683427088,400,0,0
2019-05-01,4650,16155395.5703809,4987559.201080719,400,0,0
2019-05-02,4666,16235265.393878197,4984553.768803614,400,0,0
2019-05-03,4634,15996268.92479238,4930233.930539971,400,0,0
2019-05-04,5240,18240848.639830623,5633311.407665803,400,0,0
2019-05-05,5174,17895021.03896489,5571429.086924983,400,0,0
2019-05-06,4636,16064279.159624407,4961301.514698968,400,0,0
2019-05-07,4709,16316990.758203292,5005216.460100326,400,0,0
2019-05-08,4613,15997206.51850757,4947652.86348181,400,0,0
2019-05-09,4609,16222994.944017492,5031219.138460222,400,0,0
2019-05-10,4641,16146205.810710609,4984454.682206443,400,0,0
2019-05-11,5144,17877329.546479225,5515065.707826334,400,0,0
2019-05-12,5232,18085792.88358275,5568083.023874078,400,0,0
2019-05-13,4657,16079103.20962331,4984626.052539506,400,0,0
2019-05-14,4623,16248528.36452223,5033456.527836313,400,0,0
2019-05-15,4686,16266448.340417482,5012535.748516946,400,0,0
2019-05-16,4578,15855955.881756822,4894979.57467298,400,0,0
2019-05-17,4716,16362141.801019939,5088555.562858134,400,0,0
2019-05-18,5228,18230393.957104817,5639060.269300043,400,0,0
2019-05-19,5145,17628314.945465725,5428681.616632075,400,0,0
2019-05-20,4571,15921474.359914327,4928642.37325617,400,0,0
2019-05-21,4585,15851360.199983729,4892101.929505481,400,0,0
2019-05-22,4617,16118627.92317368,4983187.6232809555,400,0,0
2019-05-23,4596,15993192.441758072,4981321.15119029,400,0,0
2019-05-24,4661,16064736.026230367,4949402.075163879,400,0,0
2019-05-25,5199,18004983.37903417,5548368.634426389,400,0,0
2019-05-26,5110,17697105.568857994,5464336.096326223,400,0,0
2019-05-27,4559,15765426.460654847,4878674.392847305,400,0,0
2019-05-28,4680,16032979.97720641,4962854.835931404,400,0,0
2019-05-29,4644,15967532.761054892,4921489.008310289,400,0,0
2019-05-30,4660,16099829.197989695,4963640.49106815,400,0,0
2019-05-31,4627,16067098.201293712,4979225.0373284845,400,0,0
2019-06-01,5066,17493930.29465876,5411547.3860758245,400,0,0
2019-06-02,5092,17497701.348530684,5398268.151151788,400,0,0
2019-06-03,4539,15763946.43982156,4859652.623077709,400,0,0
2019-06-04,4547,15706946.2262164,4848096.191119949,400,0,0
2019-06-05,4548,15649558.57435979,4810395.736541483,400,0,0
2019-06-06,4546,15743200.017078454,4868552.708615098,400,0,0
2019-06-07,4576,15815147.732714051,4910564.8925954485,400,0,0
2019-06-08,5047,17435403.350613642,5328079.332714732,400,0,0
2019-06-09,5096,17514063.082602143,5431611.394920334,400,0,0
2019-06-10,4596,15896118.44898294,4888041.15463292,400,0,0
2019-06-11,4560,15739537.28245603,4812437.047004858,400,0,0
2019-06-12,4512,15691638.209801208,4856441.314513489,400,0,0
2019-06-13,4571,15886035.243734777,4924224.009040822,400,0,0
2019-06-14,4604,16000459.699553214,4935358.063399935,400,0,0
2019-06-15,5090,17709818.23054184,5480530.879347059,400,0,0
2019-06-16,5077,17541577.495131377,5404851.853123761,400,0,0
2019-06-17,4524,15685655.857321396,4849785.980896241,400,0,0
2019-06-18,4542,15685147.63116211,4827142.585644711,400,0,0
2019-06-19,4434,15447077.386999663,4777278.8018816095,400,0,0
2019-06-20,4511,15367687.666721035,4714949.926666727,400,0,0
2019-06-21,4461,15460489.128153538,4758872.5660590455,400,0,0
2019-06-22,5102,17686279.66120232,5472451.744626299,400,0,0
2019-06-23,5054,17269790.59610354,5311398.852037615,400,0,0
2019-06-24,4402,15247407.12520954,4708147.219550663,400,0,0
2019-06-25,4404,15183221.280277986,4699952.493626494,400,0,0
2019-06-26,4486,15598171.264798775,4850768.369607342,400,0,0
2019-06-27,4453,15346361.870631784,4747179.444175997,400,0,0
2019-06-28,4403,15186166.329883846,4693446.7181700235,400,0,0
2019-06-29,4927,16971131.875203684,5212486.802888373,400,0,0
2019-06-30,4907,16811880.90227815,5213806.765743446,400,0,0
2019-07-01,4407,15397794.987639468,4765556.394567568,400,0,0
2019-07-02,4340,14972640.847440345,4612200.578509599,400,0,0
2019-07-03,4373,15120872.750615101,4648783.933784357,400,0,0
2019-07-04,4431,15364511.496002655,4753465.084870445,400,0,0
2019-07-05,4386,15039095.340048669,4642145.428353355,400,0,0
2019-07-06,4889,16858527.8509235,5234810.402830768,400,0,0
2019-07-07,4842,16760910.50123886,5168745.471679498,400,0,0
2019-07-08,4325,14874479.896177048,4569282.67961326,400,0,0
2019-07-09,4372,15007725.363563621,4628544.335729498,400,0,0
2019-07-10,4346,15108141.105272545,4658511.9471332235,400,0,0
2019-07-11,4314,14913889.845286664,4620881.381914243,400,0,0
2019-07-12,4317,14886770.391289039,4583916.815909174,400,0,0
2019-07-13,4860,16689625.382499656,5163224.76766409,400,0,0
2019-07-14,4909,17159806.29200271,5327107.15787882,400,0,0
2019-07-15,4301,14870691.147993075,4593077.6998134805,400,0,0
2019-07-16,4301,14686262.070850438,4546661.881226461,400,0,0
2019-07-17,4258,14598330.352474349,4526626.535874015,400,0,0
2019-07-18,4277,14588097.05008195,4470310.871900008,400,0,0
2019-07-19,4226,14521343.309488205,4486086.294242346,400,0,0
2019-07-20,4761,16383858.337476484,5068407.034086063,400,0,0
2019-07-21,4735,16194790.866234712,4976425.276666636,400,0,0
2019-07-22,4296,14910270.822408242,4626248.093019315,400,0,0
2019-07-23,4219,14628082.811602732,4490459.244132021,400,0,0
2019-07-24,4357,15098260.530630307,4686535.252903386,400,0,0
2019-07-25,4248,14658753.039236585,4524697.254577326,400,0,0
2019-07-26,4281,14673731.283985868,4515040.998688106,400,0,0
2019-07-27,4683,16130902.640810648,5007743.437035263,400,0,0
2019-07-28,4588,15856344.848357141,4885919.869816056,400,0,0
2019-07-29,4234,14544622.768975416,4472293.111284147,400,0,0
2019-07-30,4103,13953093.093425713,4310865.775340118,400,0,0
2019-07-31,4238,14582323.856970279,4516264.323452188,400,0,0
2019-08-01,4944,15101550.677984543,3362516.06053502,400,400,0
2019-08-02,4949,15258409.055914778,3574708.2988670785,400,400,0
2019-08-03,5555,16936611.605814766,3766239.747224635,400,400,0
2019-08-04,5534,17047395.865322273,3884420.900251025,400,400,0
2019-08-05,5038,15629493.144756407,3628438.435534849,400,400,0
2019-08-06,4960,15293740.628399683,3529485.344318731,400,400,0
2019-08-07,4983,15470050.304980401,3512230.439010042,400,400,0
2019-08-08,4041,13848651.47866405,4272514.931953721,400,0,0
2019-08-09,4125,14201826.654871581,4341158.445816194,400,0,0
2019-08-10,4615,15861294.998073788,4913016.9899335345,400,0,0
2019-08-11,4521,15511181.81506423,4765638.4191856915,400,0,0
2019-08-12,4054,13995402.891773164,4324493.586924631,400,0,0
2019-08-13,4137,14065939.55046927,4302583.81214977,400,0,0
2019-08-14,4112,14125701.956907583,4330238.039959177,400,0,0
2019-08-15,4360,15044071.535890944,4645350.538054287,400,0,1
2019-08-16,4052,13958248.577009372,4312255.568398959,400,0,0
2019-08-17,4452,15288834.2781804,4717989.53222519,400,0,0
2019-08-18,4491,15289409.348502025,4718197.940072609,400,0,0
2019-08-19,4017,13824938.144088652,4238928.6532543395,400,0,0
2019-08-20,3997,13722069.418228328,4247610.0949666705,400,0,0
2019-08-21,4021,13802709.5008567,4235883.925985162,400,0,0
2019-08-22,4003,13715859.977084553,4224922.9347111415,400,0,0
2019-08-23,4021,13858785.573688554,4265529.601455053,400,0,0
2019-08-24,4510,15407152.723216256,4747010.347660717,400,0,0
2019-08-25,4461,15318237.777643457,4688164.966273608,400,0,0
2019-08-26,4000,13747210.745860761,4216477.381989722,400,0,0
2019-08-27,3977,13805231.954428595,4277600.376199778,400,0,0
2019-08-28,3940,13522528.037401753,4126729.6123570013,400,0,0
2019-08-29,4006,13512997.066536654,4141811.1858990197,400,0,0
2019-08-30,3997,13737920.5094565,4222216.280454524,400,0,0
2019-08-31,4452,15082584.575474702,4630331.121740228,400,0,0
2019-09-01,4302,14594013.497082084,4508563.502627534,400,0,0
2019-09-02,3913,13454411.334424965,4167830.2543652602,400,0,0
2019-09-03,3919,13509722.87759765,4161342.9444646724,400,0,0
2019-09-04,3916,13508409.33241308,4186235.978616204,400,0,0
2019-09-05,3997,13628113.639157804,4172976.4651480485,400,0,0
2019-09-06,3897,13341898.449848803,4122417.953360684,400,0,0
2019-09-07,4333,14926582.648261545,4589494.338635588,400,0,0
2019-09-08,4384,14878077.315562595,4592111.52558379,400,0,0
2019-09-09,3896,13433437.041984906,4091190.8883177377,400,0,0
2019-09-10,3852,13255234.614700094,4089657.888328867,400,0,0
2019-09-11,3903,13452400.667819817,4124030.0720241857,400,0,0
2019-09-12,3849,13234513.25748579,4085407.521312595,400,0,0
2019-09-13,3869,13120499.891100064,4015119.7860097885,400,0,0
2019-09-14,4266,14527497.119141057,4478530.205080441,400,0,0
2019-09-15,4416,15172246.615460832,4678730.919075018,400,0,0
2019-09-16,3857,13123420.145791974,4024545.505408192,400,0,0
2019-09-17,3800,13033555.02526472,3974699.89538762,400,0,0
2019-09-18,3820,13192819.262118062,4076385.5698911515,400,0,0
2019-09-19,3930,13472813.2147218,4164302.236877662,400,0,0
2019-09-20,3802,12999836.27902107,3945741.4110727343,400,0,0
2019-09-21,4265,14691740.304703696,4538004.997385199,400,0,0
2019-09-22,4236,14471521.12258779,4409973.431314657,400,0,0
2019-09-23,3758,12773362.249100232,3925797.4351918343,400,0,0
2019-09-24,3819,13135777.417806774,4026125.21276613,400,0,0
2019-09-25,3779,12962496.361612307,3977956.587963859,400,0,0
2019-09-26,3761,12894752.865192806,3971317.5699657584,400,0,0
2019-09-27,3822,12990410.650887646,3939087.552343147,400,0,0
2019-09-28,4154,14208836.146517,4340632.741710758,400,0,0
2019-09-29,4248,14482350.32869215,4445107.530333893,400,0,0
2019-09-30,3785,13072081.869141513,4039123.64847679,400,0,0
2019-10-01,3688,12673283.748617738,3881162.6925057126,400,0,0
2019-10-02,4066,13835646.513595803,4227060.436838214,400,0,1
2019-10-03,3788,12919240.993307246,3993295.2769992435,400,0,0
2019-10-04,3766,12940340.255281385,3985407.1354517695,400,0,0
2019-10-05,4205,14573242.178774405,4497056.310166255,400,0,0
2019-10-06,4156,14271514.530262848,4405921.990279059,400,0,0
2019-10-07,3701,12635647.285778541,3891128.796634977,400,0,0
2019-10-08,3699,12814575.258177312,3950337.507901853,400,0,0
2019-10-09,3742,12926067.734556336,3969397.4237964833,400,0,0
2019-10-10,3747,12892536.017662847,3944417.9209647225,400,0,0
2019-10-11,3784,12911400.83247907,3947717.701309572,400,0,0
2019-10-12,4181,14298703.338144448,4365436.935075457,400,0,0
2019-10-13,4159,14285974.097204769,4401861.302833972,400,0,0
2019-10-14,3714,12690672.701089777,3894685.3685293132,400,0,0
2019-10-15,3706,12447060.3005034,3783791.3004955794,400,0,0
2019-10-16,3696,12593732.025724888,3899736.249468956,400,0,0
2019-10-17,3705,12636274.475421598,3866671.2147485353,400,0,0
2019-10-18,3747,12760444.314023275,3924700.0103061474,400,0,0
2019-10-19,4091,13968577.797477318,4272028.758237977,400,0,0
2019-10-20,4196,14444149.035656482,4443799.092564097,400,0,0
2019-10-21,3762,12886652.25343043,3933361.9856201815,400,0,0
2019-10-22,3693,12617943.916018862,3878282.941147969,400,0,0
2019-10-23,3746,12583893.088306896,3846165.378245821,400,0,0
2019-10-24,3621,12533511.22034059,3840993.140845479,400,0,0
2019-10-25,3769,12847857.44742276,3945371.3730843905,400,0,0
2019-10-26,4155,14024001.77516177,4285456.614748179,400,0,0
2019-10-27,4160,14349032.097403428,4409269.9736305615,400,0,0
2019-10-28,3754,12750021.81341368,3898894.731969957,400,0,0
2019-10-29,3642,12473995.688469142,3813268.6159968963,400,0,0
2019-10-30,3716,12675713.376413416,3899892.620136387,400,0,0
2019-10-31,3711,12739928.201106803,3908961.088603364,400,0,0
2019-11-01,4027,13843722.383059526,4268813.860273467,400,0,1
2019-11-02,4171,14192118.050950198,4311925.647809404,400,0,0
2019-11-03,4143,14226380.412785716,4392228.81081972,400,0,0
2019-11-04,3761,12905080.992151042,3942652.7896131575,400,0,0
2019-11-05,3670,12596993.474436605,3858735.114974312,400,0,0
2019-11-06,3753,12722545.965426415,3905296.8819246734,400,0,0
2019-11-07,3703,12740146.905392032,3902833.9166010693,400,0,0
2019-11-08,3716,12687182.769591805,3891925.3524588,400,0,0
2019-11-09,4214,14563421.141196772,4487601.38028941,400,0,0
2019-11-10,4162,14254016.878599921,4387239.604986399,400,0,0
2019-11-11,3731,12700548.653355032,3901293.294967937,400,0,0
2019-11-12,3734,12818650.211235901,3925168.828877271,400,0,0
2019-11-13,3691,12586916.737235608,3847121.0411326163,400,0,0
2019-11-14,3723,12695357.998276692,3897494.3360235617,400,0,0
2019-11-15,3822,13016386.650029507,3962466.4186120005,400,0,0
2019-11-16,4103,14015743.745096752,4298975.070511834,400,0,0
2019-11-17,4187,14332448.636371417,4406651.0192167405,400,0,0
2019-11-18,3723,12709657.477906788,3908787.178616184,400,0,0
2019-11-19,3765,12692237.38085783,3849321.154228932,400,0,0
2019-11-20,4431,13695408.097765755,3125702.9212057344,400,400,0
2019-11-21,4524,13986721.511401841,3186837.2701172265,400,400,0
2019-11-22,4474,13735417.01147976,3131902.5127228373,400,400,0
2019-11-23,5047,15452233.56765048,3457741.779258446,400,400,0
2019-11-24,5011,15497236.819085874,3502547.0076931487,400,400,0
2019-11-25,4513,13835362.80580716,3142309.1831862554,400,400,0
2019-11-26,4582,13958910.671289992,3114231.075541623,400,400,0
2019-11-27,4521,13927838.556525867,3209625.124912317,400,400,0
2019-11-28,4498,13729773.404506957,3113845.3495304314,400,400,0
2019-11-29,4609,14164503.147003453,3214998.0623502913,400,400,0
2019-11-30,4929,15165216.918269077,3380287.817404092,400,400,0
2019-12-01,4275,14666051.38461709,4473374.922120521,400,0,0
2019-12-02,3810,13191183.558269996,4047738.7205752577,400,0,0
2019-12-03,3789,13026103.594757821,3988409.6325733336,400,0,0
2019-12-04,3838,13196148.83051863,4064744.38263048,400,0,0
2019-12-05,3787,12904096.993983943,3967956.587367838,400,0,0
2019-12-06,3837,13194007.949134976,4040856.754875896,400,0,0
2019-12-07,4366,14936848.228152286,4567867.141873514,400,0,0
2019-12-08,4282,14721499.799861053,4534551.895035918,400,0,0
2019-12-09,3835,13184597.32817393,4042826.8981038257,400,0,0
2019-12-10,3848,13047463.881535387,3993084.3108062954,400,0,0
2019-12-11,3827,13018023.766326696,3962081.7354174163,400,0,0
2019-12-12,3887,13362792.841266677,4133819.7413121923,400,0,0
2019-12-13,3870,13194339.752206158,4025406.0456530494,400,0,0
2019-12-14,4346,14937905.699810669,4611159.801570721,400,0,0
2019-12-15,4356,15173340.739477467,4676019.09596846,400,0,0
2019-12-16,3916,13447032.396016149,4129677.321305546,400,0,0
2019-12-17,3853,13181996.754408615,4068760.5119754686,400,0,0
2019-12-18,3906,13304147.314410524,4090910.871836789,400,0,0
2019-12-19,3940,13536779.496570883,4138757.03208418,400,0,0
2019-12-20,3871,13303737.076768784,4058069.2059823712,400,0,0
2019-12-21,4408,15183288.732089477,4672613.446849531,400,0,0
2019-12-22,4413,15117655.847940134,4631739.311059047,400,0,0
2019-12-23,3918,13446749.352617925,4119089.2244459703,400,0,0
2019-12-24,3916,13527338.892392883,4169889.8857461126,400,0,0
2019-12-25,4290,14957669.524836618,4597936.814481225,400,0,1
2019-12-26,3994,13790774.161505595,4221017.705418262,400,0,0
2019-12-27,3995,13790827.936750444,4245095.244860703,400,0,0
2019-12-28,4471,15228182.84638429,4631687.921070927,400,0,0
2019-12-29,4460,15471861.277973387,4779130.938970296,400,0,0
2019-12-30,3998,13846105.773763813,4229060.322082093,400,0,0
2019-12-31,4004,13893976.587946646,4276153.2257385375,400,0,0
2020-01-01,4025,13972309.598490095,4271445.818184834,400,0,0
2020-01-02,4010,13845118.523217183,4269956.87396538,400,0,0
2020-01-03,4036,14005889.672183735,4323476.664546936,400,0,0
2020-01-04,4558,15662610.108356353,4812712.587710169,400,0,0
2020-01-05,4471,15499894.71671629,4752893.401387943,400,0,0
2020-01-06,4041,13953295.510490991,4273426.636632645,400,0,0
2020-01-07,4107,14182129.29701009,4375341.294843017,400,0,0
2020-01-08,4062,13877062.10113312,4235610.493526909,400,0,0
2020-01-09,4121,14139509.909441633,4335175.406333992,400,0,0
2020-01-10,4105,14180119.018592317,4332163.012323335,400,0,0
2020-01-11,4591,15979378.503499663,4919528.937221897,400,0,0
2020-01-12,4543,15457176.393514695,4752818.228040961,400,0,0
2020-01-13,4090,13894588.240848042,4249259.289251714,400,0,0
2020-01-14,4154,14305649.216197876,4386592.696685127,400,0,0
2020-01-15,4138,14392432.006422102,4441542.858057191,400,0,0
2020-01-16,4248,14533756.590094134,4445834.817684192,400,0,0
2020-01-17,4118,14235087.639652649,4392068.923787681,400,0,0
2020-01-18,4672,16281764.252164716,5031448.990227667,400,0,0
2020-01-19,4682,16030089.787333937,4912988.033936447,400,0,0
2020-01-20,4233,14639907.949219977,4522819.5865759915,400,0,0
2020-01-21,4164,14415018.09874221,4425992.725130056,400,0,0
2020-01-22,4196,14359047.878424956,4410572.287706494,400,0,0
2020-01-23,4198,14512140.620761493,4512623.869717813,400,0,0
2020-01-24,4361,15116726.988711866,4651021.629083167,400,0,0
2020-01-25,4772,16393931.836447598,4988466.577746927,400,0,0
2020-01-26,5189,17802612.69243277,5463427.995837817,400,0,1
2020-01-27,4256,14769876.37435062,4531994.067098497,400,0,0
2020-01-28,4288,14913902.630275946,4568384.2074743025,400,0,0
2020-01-29,4273,14747241.501345001,4521041.942954602,400,0,0
2020-01-30,4293,15049339.590365518,4643976.30425216,400,0,0
2020-01-31,4359,14901868.943479346,4547907.733001515,400,0,0
2020-02-01,4752,16433041.08177019,4999402.240676323,400,0,0
2020-02-02,4822,16578294.630859537,5089616.40076115,400,0,0
2020-02-03,4285,14899049.811955865,4583876.702663175,400,0,0
2020-02-04,4360,15033638.70305334,4616613.341955902,400,0,0
2020-02-05,4362,15131871.911725873,4679956.564071846,400,0,0
2020-02-06,4402,15252192.082813311,4680655.681138222,400,0,0
2020-02-07,4438,15124766.94920754,4676193.101589023,400,0,0
2020-02-08,4967,17161813.162865818,5283251.587024013,400,0,0
2020-02-09,4879,16874172.80663936,5187940.700458252,400,0,0
2020-02-10,4475,15380989.081633233,4715578.000412104,400,0,0
2020-02-11,4396,15064916.645832399,4632780.932599349,400,0,0
2020-02-12,4314,14896937.86489625,4553545.267166841,400,0,0
2020-02-13,4382,15211973.713736385,4674978.752915639,400,0,0
2020-02-14,4412,15158343.085119972,4654194.834270835,400,0,0
2020-02-15,5013,17289481.06983087,5270326.800388494,400,0,0
2020-02-16,5010,17278703.31736702,5309170.132309279,400,0,0
2020-02-17,4486,15508449.104555469,4749959.207211307,400,0,0
2020-02-18,4525,15486945.16665078,4742946.78708285,400,0,0
2020-02-19,4459,15275562.720680255,4677810.997893586,400,0,0
2020-02-20,4598,16009677.279407678,4917373.202638222,400,0,0
2020-02-21,4390,15227194.224577287,4683706.450406701,400,0,0
2020-02-22,4979,17138327.95588728,5280976.4709470775,400,0,0
2020-02-23,5001,17318365.176067483,5288096.554785152,400,0,0
2020-02-24,4554,15728404.88130739,4784559.0168352835,400,0,0
2020-02-25,4526,15654637.429004526,4811474.900644801,400,0,0
2020-02-26,4530,15538638.631973494,4765235.627208516,400,0,0
2020-02-27,4526,15589052.736417385,4776071.505997278,400,0,0
2020-02-28,4604,15965252.859946594,4906417.746117463,400,0,0
2020-02-29,5016,17404864.719055224,5354734.645039418,400,0,0
2020-03-01,6101,19015938.71988379,4398075.60783343,400,400,0
2020-03-02,5536,17088620.729540337,3829120.9402338583,400,400,0
2020-03-03,5522,17223231.717530143,3954830.1460237685,400,400,0
2020-03-04,5484,16844727.57152008,3774141.2070759027,400,400,0
2020-03-05,5538,17187338.2832686,3888564.179974885,400,400,0
2020-03-06,5599,17369994.143664956,3868834.6279295865,400,400,0
2020-03-07,6078,18945675.95084766,4299237.675079846,400,400,0
2020-03-08,5199,17765226.10096185,5477486.561656079,400,0,0
2020-03-09,4630,15961046.017954307,4883563.0403584875,400,0,0
2020-03-10,4728,16416344.000328159,5028149.529269924,400,0,0
2020-03-11,4678,16271432.735785693,5030934.903381025,400,0,0
2020-03-12,4651,16104035.77640623,4968721.275244456,400,0,0
2020-03-13,4711,16355862.803933848,5045819.221251349,400,0,0
2020-03-14,5357,18645840.313369263,5765837.005259961,400,0,0
2020-03-15,5153,17841343.230353672,5490819.2665785365,400,0,0
2020-03-16,4654,16158256.523384688,4983553.2065330595,400,0,0
2020-03-17,4731,16267270.521370277,5046577.177566126,400,0,0
2020-03-18,4721,16149052.893591888,4962988.168838423,400,0,0
2020-03-19,4618,15908092.823032608,4902558.986816365,400,0,0
2020-03-20,4809,16727339.223467672,5231482.147455944,400,0,0
2020-03-21,5318,18407142.284506522,5648776.265790914,400,0,0
2020-03-22,5380,18665459.661171608,5770977.936019904,400,0,0
2020-03-23,4709,16099764.63883905,4944302.223037807,400,0,0
2020-03-24,4717,16291436.187038304,4998019.021322159,400,0,0
2020-03-25,4681,16188395.400496747,4967822.523645624,400,0,0
2020-03-26,4693,16145396.046902182,4973898.631352096,400,0,0
2020-03-27,4724,16385838.245968468,5042607.5320024695,400,0,0
2020-03-28,5290,18371568.190039825,5661441.960584489,400,0,0
2020-03-29,5456,18839954.257247612,5820914.647295613,400,0,0
2020-03-30,4756,16490360.686513139,5065270.92248721,400,0,0
2020-03-31,4781,16674852.832262224,5136448.851082656,400,0,0
2020-04-01,4799,16672680.487209244,5078600.800990887,400,0,0
2020-04-02,4786,16608576.311356133,5129763.643193225,400,0,0
2020-04-03,4678,16192641.574513506,5030675.669865183,400,0,0
2020-04-04,5389,18659703.250046354,5737834.9053154485,400,0,0
2020-04-05,5363,18551049.037652932,5701331.703788888,400,0,0
2020-04-06,4793,16414339.368779726,5050040.240532349,400,0,0
2020-04-07,4872,16831771.94191058,5167912.717115922,400,0,0
2020-04-08,4867,16901512.97559888,5222195.8804441765,400,0,0
2020-04-09,4805,16788692.726115417,5132416.824627756,400,0,0
2020-04-10,4837,16700133.576351676,5160991.631836654,400,0,0
2020-04-11,5381,18673587.02046094,5773154.304345872,400,0,0
2020-04-12,5425,18654512.379667833,5709580.819091085,400,0,0
2020-04-13,4802,16521081.211541405,5033938.297382901,400,0,0
2020-04-14,4757,16521112.767932659,5077346.4194617765,400,0,0
2020-04-15,4835,16686613.700703394,5132145.123147688,400,0,0
2020-04-16,4795,16662093.089176299,5123122.813225459,400,0,0
2020-04-17,4848,16667478.226307372,5122494.770344957,400,0,0
2020-04-18,5545,19354147.78519245,5983859.073406039,400,0,0
2020-04-19,5486,19094123.345025625,5907832.767687043,400,0,0
2020-04-20,4915,16957944.67674581,5206510.385875839,400,0,0
2020-04-21,4891,16995700.081640717,5300341.058040126,400,0,0
2020-04-22,4877,17007700.14381661,5249356.257511745,400,0,0
2020-04-23,4824,16701626.521187592,5137030.082737999,400,0,0
2020-04-24,4884,17033268.07296298,5260460.834240017,400,0,0
2020-04-25,5412,18915346.86190125,5819232.580184259,400,0,0
2020-04-26,5474,18879528.05001777,5850037.157731197,400,0,0
2020-04-27,4946,17035823.43306329,5227672.94448983,400,0,0
2020-04-28,4930,17169740.54027093,5340019.90221616,400,0,0
2020-04-29,4900,17058183.002371646,5273778.751266005,400,0,0
2020-04-30,4920,17053392.515115846,5257502.1310589565,400,0,0
2020-05-01,4842,16861629.71154803,5180650.008011664,400,0,0
2020-05-02,5594,19240170.633118104,5926302.710346698,400,0,0
2020-05-03,5431,18863647.560163446,5774924.548880969,400,0,0
2020-05-04,4875,16795703.575382847,5184597.825252531,400,0,0
2020-05-05,4838,16804208.571823798,5171126.157687066,400,0,0
2020-05-06,4952,16903353.295525614,5222772.689778414,400,0,0
2020-05-07,4938,17157884.839201007,5291845.285705138,400,0,0
2020-05-08,4793,16615569.541820925,5163996.942478875,400,0,0
2020-05-09,5450,18746123.87998296,5753844.485023138,400,0,0
2020-05-10,5385,18749040.30361702,5783600.931686799,400,0,0
2020-05-11,4868,16650546.677361704,5128857.610840434,400,0,0
2020-05-12,4967,17071074.190680265,5253034.248806324,400,0,0
2020-05-13,4892,16807212.300788917,5187157.460950424,400,0,0
