Date,Quantity,Sales_Amount,Profit,Promotions,Holiday_Flag,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,days_since_start,quantity_lag_1,sales_lag_1,quantity_lag_7,sales_lag_7,quantity_lag_14,sales_lag_14,quantity_lag_28,sales_lag_28,quantity_rolling_mean_7,quantity_rolling_std_7,sales_rolling_mean_7,quantity_rolling_mean_14,quantity_rolling_std_14,sales_rolling_mean_14,quantity_rolling_mean_28,quantity_rolling_std_28,sales_rolling_mean_28
2018-10-28,3889,13262585.634032458,4057933.5681352494,0,0,6,28,43,10,4,1,300,4037.0,13849104.103986086,3915.0,13282453.244233472,4000.0,13704452.24851131,4074.0,13979635.590125198,3670.5714285714284,214.7175331630263,12590372.875190267,3668.0714285714284,206.64330631298157,12584016.595966881,3697.8571428571427,202.7132099855603,12684607.72470514
2018-10-29,3557,12148888.27582593,3730240.159627861,0,0,0,29,44,10,4,0,301,3889.0,13262585.634032458,3588.0,12329583.607175678,3565.0,12312270.5497249,3573.0,12302692.921380758,3666.8571428571427,209.95668487525174,12587534.645161552,3660.1428571428573,194.71314488553034,12552454.694932679,3691.25,192.77037289653995,12658998.797701826
2018-10-30,3522,11996870.230674855,3686187.041923719,0,0,1,30,44,10,4,0,302,3557.0,12148888.27582593,3590.0,12414170.701574484,3516.0,12152733.55126539,3951.0,13616347.96006978,3662.4285714285716,212.21204579605887,12561721.026397303,3659.5714285714284,195.02532943411185,12540784.532511322,3690.6785714285716,193.15720973332077,12653505.774646297
2018-10-31,3484,11864826.724289628,3625974.2535882727,0,0,2,31,44,10,4,0,303,3522.0,11996870.230674855,3546.0,12098133.565347424,3555.0,12124810.389142798,3629.0,12373414.751036895,3652.714285714286,217.5689272282102,12502106.67341164,3660.0,194.69186700252226,12529651.438183427,3675.3571428571427,188.70655532113472,12595667.284310764
2018-11-01,3804,12976466.077647945,3954860.864578492,0,1,3,1,44,11,4,0,304,3484.0,11864826.724289628,3481.0,11912502.52539497,3526.0,11948655.017838567,3583.0,12303832.784374263,3643.8571428571427,223.80976190462647,12468777.124689098,3654.9285714285716,198.52435009948366,12511081.1764082,3670.1785714285716,191.98689260264985,12577503.42621265
2018-11-02,3564,12142147.554418502,3718644.801558816,0,0,4,2,44,11,4,0,305,3804.0,12976466.077647945,3537.0,12246662.378619753,3538.0,12213256.186702693,3580.0,12345109.183481587,3690.0,217.8546916333524,12620771.917868095,3674.785714285714,198.5397377668564,12584496.25210887,3678.0714285714284,192.81115853898942,12601526.043829566
2018-11-03,3981,13626831.100387678,4186830.296451464,0,0,5,3,44,11,4,1,306,3564.0,12142147.554418502,4037.0,13849104.103986086,3959.0,13587444.274018804,4054.0,13817142.325014371,3693.8571428571427,214.9134931171283,12605841.228696486,3676.6428571428573,197.27942196203574,12579417.06408857,3677.5,193.13601041370552,12594277.41422017
2018-11-04,3931,13405100.92876346,4137939.9581703423,0,0,6,4,44,11,4,1,307,3981.0,13626831.100387678,3889.0,13262585.634032458,3915.0,13282453.244233472,3957.0,13601087.435355082,3685.8571428571427,200.5753628701007,12574087.94246814,3678.214285714286,199.77340185299116,12582230.408829203,3674.8928571428573,188.2975067763923,12587480.584769217
2018-11-05,3541,12237895.522276212,3750330.7842089375,0,0,0,5,45,11,4,0,308,3931.0,13405100.92876346,3557.0,12148888.27582593,3588.0,12329583.607175678,3634.0,12361740.232578676,3691.8571428571427,208.15012897058847,12594447.270286856,3679.3571428571427,201.27234023844295,12590990.957724204,3673.964285714286,186.9138209310133,12580481.06667666
2018-11-06,3589,12291897.388460029,3747727.9954475374,0,0,1,6,45,11,4,0,309,3541.0,12237895.522276212,3522.0,11996870.230674855,3590.0,12414170.701574484,3583.0,12198336.30163324,3689.5714285714284,209.95781889294364,12607162.591208326,3676.0,203.29516245333457,12584441.808802813,3670.6428571428573,188.4701006419408,12576058.041308714
2018-11-07,3600,12324935.268236484,3819509.166902352,0,0,2,7,45,11,4,0,310,3589.0,12291897.388460029,3484.0,11864826.724289628,3546.0,12098133.565347424,3558.0,12173772.144057432,3699.1428571428573,202.4379975625607,12649309.328034779,3675.9285714285716,203.32787628539745,12575708.00072321,3670.8571428571427,188.37014670408004,12579399.508695383
2018-11-08,3594,12333877.15127932,3806258.836984286,0,0,3,8,45,11,4,0,311,3600.0,12324935.268236484,3804.0,12976466.077647945,3481.0,11912502.52539497,3523.0,12066670.34807594,3715.714285714286,185.96927549616365,12715039.120027188,3679.785714285714,201.17431345877384,12591908.122358143,3672.3571428571427,187.60384073415318,12584798.19170178
2018-11-09,3605,12347217.367201513,3792854.359582297,0,0,4,9,45,11,4,0,312,3594.0,12333877.15127932,3564.0,12142147.554418502,3537.0,12246662.378619753,3636.0,12458745.641383473,3685.714285714286,186.29163005505063,12623240.701974526,3687.8571428571427,194.7494868731807,12622006.30992131,3674.8928571428573,185.98314126818937,12594341.291816186
2018-11-10,3988,13718044.423849558,4193417.502964277,0,0,5,10,45,11,4,1,313,3605.0,12347217.367201513,3981.0,13626831.100387678,4037.0,13849104.103986086,3852.0,13394256.329640884,3691.5714285714284,182.4315918756457,12652536.389514957,3692.714285714286,191.51879946745456,12629188.809105722,3673.785714285714,186.3152162019094,12590358.13916683
2018-11-11,3974,13699188.526641762,4211139.854924327,0,0,6,11,45,11,4,1,314,3988.0,13718044.423849558,3931.0,13405100.92876346,3889.0,13262585.634032458,4000.0,13704452.24851131,3692.5714285714284,184.29221103349838,12665566.864295224,3689.214285714286,185.08259219621516,12619827.403381685,3678.6428571428573,192.79334825734932,12601921.999674281
2018-11-12,3543,12083887.150790684,3697841.488828258,0,0,0,12,46,11,4,0,315,3974.0,13699188.526641762,3541.0,12237895.522276212,3557.0,12148888.27582593,3565.0,12312270.5497249,3698.714285714286,194.02380806291427,12707579.37827784,3695.285714285714,193.3499929667035,12651013.324282348,3677.714285714286,191.24462851675702,12601734.009607513
2018-11-13,3534,12149090.588672936,3729729.390685617,0,0,1,13,46,11,4,0,316,3543.0,12083887.150790684,3589.0,12291897.388460029,3522.0,11996870.230674855,3516.0,12152733.55126539,3699.0,193.75413974071154,12685578.182351336,3694.285714285714,194.15474738998904,12646370.386779832,3676.9285714285716,191.76933068267365,12593577.459645575
2018-11-14,3601,12540724.980820864,3869985.822995264,0,0,2,14,46,11,4,0,317,3534.0,12149090.588672936,3600.0,12324935.268236484,3484.0,11864826.724289628,3555.0,12124810.389142798,3691.1428571428573,199.97368874547632,12665177.210953178,3695.1428571428573,193.360507121517,12657243.26949398,3677.5714285714284,191.23931653946227,12593447.353838703
2018-11-15,3522,12058051.976225909,3690057.039308752,0,0,3,15,46,11,4,0,318,3601.0,12540724.980820864,3594.0,12333877.15127932,3804.0,12976466.077647945,3526.0,11948655.017838567,3691.285714285714,199.89806926339872,12696004.312750949,3703.5,185.9179926742015,12705521.71638907,3679.214285714286,190.34284022626457,12608301.446398633
2018-11-16,3539,12038180.870595304,3700360.151662231,0,0,4,16,46,11,4,0,319,3522.0,12058051.976225909,3605.0,12347217.367201513,3564.0,12142147.554418502,3538.0,12213256.186702693,3681.0,207.447985448553,12656600.716314746,3683.3571428571427,189.43503337064254,12639920.709144637,3679.0714285714284,190.46355315222263,12612208.480626753
2018-11-17,3966,13689697.9007144,4177989.057456456,0,0,5,17,46,11,4,1,320,3539.0,12038180.870595304,3988.0,13718044.423849558,3981.0,13626831.100387678,3959.0,13587444.274018804,3671.5714285714284,212.90597074987988,12612452.645371003,3681.5714285714284,190.7599031750259,12632494.51744298,3679.1071428571427,190.43621257052325,12605955.790765775
2018-11-18,4032,13859896.15212741,4247335.801169855,0,0,6,18,46,11,4,1,321,3966.0,13689697.9007144,3974.0,13699188.526641762,3931.0,13405100.92876346,3915.0,13282453.244233472,3668.4285714285716,207.5514852936865,12608403.142065981,3680.5,188.98259993165425,12636985.003180604,3679.3571428571427,190.8214628594885,12609607.706004905
2018-11-19,3620,12631462.39708337,3918986.618823924,0,0,0,19,47,11,4,0,322,4032.0,13859896.15212741,3543.0,12083887.150790684,3541.0,12237895.522276212,3588.0,12329583.607175678,3676.714285714286,222.4093180644668,12631361.374278216,3687.714285714286,200.83687547224767,12669470.376278026,3683.535714285714,197.34224494571882,12630230.667001115
2018-11-20,4306,13342345.014985202,3128149.217258577,400,0,1,20,47,11,4,0,323,3620.0,12631462.39708337,3534.0,12149090.588672936,3589.0,12291897.388460029,3590.0,12414170.701574484,3687.714285714286,216.519986980189,12709586.409462886,3693.3571428571427,197.4793493168284,12697582.29590711,3684.6785714285716,196.86055481566763,12641012.052354962
2018-11-21,4217,12860395.976864943,2970650.5013607075,400,0,2,21,47,11,4,0,324,4306.0,13342345.014985202,3601.0,12540724.980820864,3600.0,12324935.268236484,3546.0,12098133.565347424,3798.0,304.08167762406197,12880051.327507496,3744.5714285714284,253.3916744081085,12772614.269230336,3710.25,228.12660958337236,12674161.134976774
2018-11-22,4332,13460318.501259878,3102559.265885927,400,0,3,22,47,11,4,0,325,4217.0,12860395.976864943,3522.0,12058051.976225909,3594.0,12333877.15127932,3481.0,11912502.52539497,3886.0,325.9187015192561,12925718.61265665,3788.6428571428573,278.704587785618,12810861.462703798,3734.214285714286,244.86312989291943,12701384.79253097
2018-11-23,4266,13168437.98662208,2997036.794973872,400,0,4,23,47,11,4,0,326,4332.0,13460318.501259878,3539.0,12038180.870595304,3605.0,12347217.367201513,3537.0,12246662.378619753,4001.714285714286,318.85979901607266,13126042.401947215,3841.3571428571427,307.3758929396436,12891321.559130982,3764.6071428571427,264.31117173258076,12756663.934526145
2018-11-24,4824,14870424.0083045,3437047.655229146,400,0,5,24,47,11,4,1,327,4266.0,13168437.98662208,3966.0,13689697.9007144,3988.0,13718044.423849558,4037.0,13849104.103986086,4105.571428571428,255.0384658196065,13287507.704236755,3888.5714285714284,318.8304864985194,12949980.17480388,3790.6428571428573,276.67606600978297,12789584.491954802
2018-11-25,4831,14924035.272223009,3424086.4367412976,400,0,6,25,47,11,4,1,328,4824.0,14870424.0083045,4032.0,13859896.15212741,3974.0,13699188.526641762,3889.0,13262585.634032458,4228.142857142857,360.96187636712625,13456182.862463912,3948.285714285714,405.41591721844003,13032293.002264945,3818.75,336.2018380763707,12826060.202823315
2018-11-26,4335,13251643.49206902,2975927.210374398,400,0,0,26,48,11,4,0,329,4831.0,14924035.272223009,3620.0,12631462.39708337,3543.0,12083887.150790684,3557.0,12148888.27582593,4342.285714285715,411.4051994022914,13608202.736763282,4009.5,469.2686207936145,13119782.055520749,3852.3928571428573,386.8140848565244,12885397.689901548
2018-11-27,4264,13142903.56053754,3118809.415617368,400,0,1,27,48,11,4,0,330,4335.0,13251643.49206902,4306.0,13342345.014985202,3534.0,12149090.588672936,3522.0,11996870.230674855,4444.428571428572,264.8426307217564,13696800.036046948,4066.0714285714284,456.2634974670684,13203193.222754914,3880.1785714285716,392.7073223219745,12924781.804767374
2018-11-28,4292,13104256.11065,2886161.125095729,400,0,2,28,48,11,4,0,331,4264.0,13142903.56053754,4217.0,12860395.976864943,3601.0,12540724.980820864,3484.0,11864826.724289628,4438.428571428572,268.94538301971386,13668308.39969728,4118.214285714285,431.83903314713535,13274179.863602387,3906.6785714285716,392.67732994118666,12965711.566548184
2018-11-29,4269,13116383.40192176,2979724.074476214,400,0,3,29,48,11,4,0,332,4292.0,13104256.11065,4332.0,13460318.501259878,3522.0,12058051.976225909,3804.0,12976466.077647945,4449.142857142857,259.9989926720443,13703145.561666576,4167.571428571428,406.948251158401,13314432.087161612,3935.535714285714,390.14607730978884,13009976.90177534
2018-11-30,4318,13130853.851136014,3007741.0633653654,400,0,4,30,48,11,4,0,333,4269.0,13116383.40192176,4266.0,13168437.98662208,3539.0,12038180.870595304,3564.0,12142147.554418502,4440.142857142857,265.7564226702296,13654011.976046843,4220.928571428572,362.3170019335436,13390027.188997028,3952.1428571428573,394.2151804099032,13014973.949070832
2018-12-01,4021,13789046.595112246,4239278.133867542,0,0,5,1,48,12,4,1,334,4318.0,13130853.851136014,4824.0,14870424.0083045,3966.0,13689697.9007144,3981.0,13626831.100387678,4447.571428571428,260.7571393352199,13648642.813834548,4276.571428571428,304.7833314354319,13468075.25903565,3979.0714285714284,392.46815662962774,13050284.888239315
2018-12-02,4013,13644389.859257864,4203008.83420042,0,0,6,2,48,12,4,1,335,4021.0,13789046.595112246,4831.0,14924035.272223009,4032.0,13859896.15212741,3931.0,13405100.92876346,4332.857142857143,243.62363635426937,13494160.326235654,4280.5,300.80066233560666,13475171.594349783,3980.5,392.54822775184596,13056078.298765194
2018-12-03,3641,12455364.716570487,3812739.720133148,0,0,0,3,49,12,4,0,336,4013.0,13644389.859257864,4335.0,13251643.49206902,3620.0,12631462.39708337,3541.0,12237895.522276212,4216.0,138.25580156603658,13311353.838669205,4279.142857142857,302.0483550546336,13459778.287716245,3983.4285714285716,392.47112925869,13064624.331997136
2018-12-04,3608,12329405.81637746,3779394.4521798175,0,0,1,4,49,12,4,0,337,3641.0,12455364.716570487,4264.0,13142903.56053754,4306.0,13342345.014985202,3589.0,12291897.388460029,4116.857142857143,245.7460942866498,13197599.7278837,4280.642857142857,298.5551378383422,13447199.881965324,3987.0,388.73317517480484,13072391.088936215
2018-12-05,3584,12328037.805118244,3779317.878389067,0,0,2,5,49,12,4,0,338,3608.0,12329405.81637746,4292.0,13104256.11065,4217.0,12860395.976864943,3600.0,12324935.268236484,4023.1428571428573,299.4870217396336,13081385.764432263,4230.785714285715,348.1558401219065,13374847.082064772,3987.6785714285716,388.02864094094934,13073730.675647555
2018-12-06,3654,12454464.954286013,3810954.566653304,0,0,3,6,49,12,4,0,339,3584.0,12328037.805118244,4269.0,13116383.40192176,4332.0,13460318.501259878,3594.0,12333877.15127932,3922.0,312.8119776052897,12970497.43507058,4185.571428571428,388.81312780261186,13336821.498368578,3987.1071428571427,388.63201096550705,13073841.480536189
2018-12-07,3642,12472923.299878445,3822087.5053351833,0,0,4,7,49,12,4,0,340,3654.0,12454464.954286013,4318.0,13130853.851136014,4266.0,13168437.98662208,3605.0,12347217.367201513,3834.1428571428573,284.1627635536974,12875937.656836903,4137.142857142857,410.7755998189224,13264974.816441875,3989.25,386.5440059275561,13078148.187786426
2018-12-08,4106,13939263.00244478,4282620.137368137,0,0,5,8,49,12,4,1,341,3642.0,12472923.299878445,4021.0,13789046.595112246,4824.0,14870424.0083045,3988.0,13718044.423849558,3737.5714285714284,192.35804908455663,12781947.578085821,4092.5714285714284,429.1606681895272,13215295.195960185,3990.5714285714284,385.24282179689703,13082637.685382033
2018-12-09,4113,14014260.879664384,4301494.554307479,0,0,6,9,49,12,4,1,342,4106.0,13939263.00244478,4013.0,13644389.859257864,4831.0,14924035.272223009,3974.0,13699188.526641762,3749.714285714286,214.625809480677,12803407.064847615,4041.285714285714,374.44264808285305,13148783.695541635,3994.785714285714,385.8585767737259,13090538.348903289
2018-12-10,3647,12519811.146928312,3834410.397471602,0,0,0,10,50,12,4,0,343,4113.0,14014260.879664384,3641.0,12455364.716570487,4335.0,13251643.49206902,3543.0,12083887.150790684,3764.0,237.21087664775797,12856245.782048544,3990.0,299.6621174179138,13083799.810358876,3999.75,386.4749165354915,13101790.932939813
2018-12-11,3660,12666918.952750487,3890535.9640337783,0,0,1,11,50,12,4,0,344,3647.0,12519811.146928312,3608.0,12329405.81637746,4264.0,13142903.56053754,3534.0,12149090.588672936,3764.8571428571427,236.70264649374056,12865452.414956804,3940.8571428571427,295.1114149821224,13031526.071420254,4003.464285714286,382.40094162898464,13117359.647087585
2018-12-12,3672,12538482.685421702,3859093.83641656,0,0,2,12,50,12,4,0,345,3660.0,12666918.952750487,3584.0,12328037.805118244,4292.0,13104256.11065,3601.0,12540724.980820864,3772.285714285714,231.72304897996085,12913668.577295808,3897.714285714286,288.30817608178893,12997527.170864034,4007.964285714286,377.3801975356781,13135853.517233212
2018-12-13,3704,12651682.91733718,3880402.5311538666,0,0,3,13,50,12,4,0,346,3672.0,12538482.685421702,3654.0,12454464.954286013,4269.0,13116383.40192176,3522.0,12058051.976225909,3784.8571428571427,221.98830943049123,12943732.131624876,3853.4285714285716,270.12951716530296,12957114.783347728,4010.5,374.77395656384994,13135773.435254673
2018-12-14,3679,12675430.74084936,3902678.26590423,0,0,4,14,50,12,4,0,347,3704.0,12651682.91733718,3642.0,12472923.299878445,4318.0,13130853.851136014,3539.0,12038180.870595304,3792.0,217.84168563431118,12971906.126346469,3813.0714285714284,244.2314363580134,12923921.891591687,4017.0,367.49532624894533,13156974.540294359
2018-12-15,4130,14319272.429007689,4379733.970996876,0,0,5,15,50,12,4,1,348,3679.0,12675430.74084936,4106.0,13939263.00244478,4021.0,13789046.595112246,3966.0,13689697.9007144,3797.285714285714,214.01068064133977,13000835.760770887,3767.4285714285716,197.93033517483275,12891391.669428352,4022.0,361.65698911784034,13179733.464232001
2018-12-16,4099,14098970.241204208,4300156.499024468,0,0,6,16,50,12,4,1,349,4130.0,14319272.429007689,4113.0,14014260.879664384,4013.0,13644389.859257864,4032.0,13859896.15212741,3800.714285714286,219.89218137207507,13055122.821708445,3775.214285714286,210.421620186145,12929264.94327803,4027.8571428571427,362.0442692683545,13202218.268813906
2018-12-17,3722,12834013.88123024,3929659.561111517,0,0,0,17,51,12,4,0,350,4099.0,14098970.241204208,3647.0,12519811.146928312,3641.0,12455364.716570487,3620.0,12631462.39708337,3798.714285714286,216.6177234097806,13067224.159071278,3781.3571428571427,218.97861052654406,12961734.97055991,4030.25,362.29398999319477,13210756.629138079
2018-12-18,3680,12647065.12213648,3876442.6548165577,0,0,1,18,51,12,4,0,351,3722.0,12834013.88123024,3660.0,12666918.952750487,3608.0,12329405.81637746,4306.0,13342345.014985202,3809.4285714285716,209.6042756743063,13112110.263971552,3787.1428571428573,216.035202666632,12988781.339464178,4033.8928571428573,358.50919088231734,13217990.61071475
2018-12-19,3659,12654175.661444806,3908017.532719875,0,0,2,19,51,12,4,0,352,3680.0,12647065.12213648,3672.0,12538482.685421702,3584.0,12328037.805118244,4217.0,12860395.976864943,3812.285714285714,207.35212745931256,13109274.002455266,3792.285714285714,212.26667863126045,13011471.289875537,4011.535714285714,360.4257238058298,13193159.185970154
2018-12-20,3656,12739943.83491398,3907213.3725254782,0,0,3,20,51,12,4,0,353,3659.0,12654175.661444806,3704.0,12651682.91733718,3654.0,12454464.954286013,4332.0,13460318.501259878,3810.4285714285716,208.87065945448302,13125801.570458565,3797.6428571428573,207.49851052028248,13034766.85104172,3991.6071428571427,364.05263551933723,13185794.17470515
2018-12-21,3867,13349791.97124028,4096314.469854043,0,0,4,21,51,12,4,0,354,3656.0,12739943.83491398,3679.0,12675430.74084936,3642.0,12472923.299878445,4266.0,13168437.98662208,3803.5714285714284,213.67955536492153,13138410.272969538,3797.785714285714,207.39267050747887,13055158.199658003,3967.464285714286,363.0565186225001,13160066.508049939
2018-12-22,4204,14438010.013067355,4434996.292181118,0,0,5,22,51,12,4,1,355,3867.0,13349791.97124028,4130.0,14319272.429007689,4106.0,13939263.00244478,4824.0,14870424.0083045,3830.4285714285716,207.12706015298298,13234747.591596812,3813.8571428571427,203.0645434122182,13117791.676183848,3953.214285714286,358.70934867299025,13166543.436072018
2018-12-23,4247,14451890.715498315,4445213.145196376,0,0,6,23,51,12,4,1,356,4204.0,14438010.013067355,4099.0,14098970.241204208,4113.0,14014260.879664384,4831.0,14924035.272223009,3841.0,225.99410021797428,13251710.103605334,3820.8571428571427,215.23434710990713,13153416.46265689,3931.0714285714284,320.0145747342333,13151100.079099264
2018-12-24,3783,13103308.382565891,4025918.073269753,0,0,0,24,52,12,4,0,357,4247.0,14451890.715498315,3722.0,12834013.88123024,3647.0,12519811.146928312,4335.0,13251643.49206902,3862.1428571428573,258.70925029939457,13302127.314218778,3830.4285714285716,231.5837493587077,13184675.736645028,3910.214285714286,275.06300384577406,13134237.773501951
2018-12-25,4043,13859313.086696496,4228021.647483312,0,1,1,25,52,12,4,0,358,3783.0,13103308.382565891,3680.0,12647065.12213648,3660.0,12666918.952750487,4264.0,13142903.56053754,3870.8571428571427,254.18984281531561,13340597.957266731,3840.1428571428573,226.084687040696,13226354.11061914,3890.5,263.00746363160533,13128940.091019696
2018-12-26,3763,13058042.13980676,4042292.290774677,0,0,2,26,52,12,4,0,359,4043.0,13859313.086696496,3659.0,12654175.661444806,3672.0,12538482.685421702,4292.0,13104256.11065,3922.714285714286,245.64792847061375,13513776.237918159,3867.5,225.78197447981452,13311525.120186714,3882.6071428571427,254.56416484094598,13154526.145525375
2018-12-27,3821,13205899.32666653,4042816.194880616,0,0,3,27,52,12,4,0,360,3763.0,13058042.13980676,3656.0,12739943.83491398,3704.0,12651682.91733718,4269.0,13116383.40192176,3937.5714285714284,229.66486971444172,13571471.449112726,3874.0,220.97963707093828,13348636.509785647,3863.714285714286,242.3945142306337,13152875.646566687
2018-12-28,3792,13176721.989256324,4019951.1487096273,0,0,4,28,52,12,4,0,361,3821.0,13205899.32666653,3867.0,13349791.97124028,3679.0,12675430.74084936,4318.0,13130853.851136014,3961.1428571428573,202.85169342110208,13638036.51936309,3882.3571428571427,216.21698757102612,13388223.396166313,3847.714285714286,229.071209556381,13156072.643879
2018-12-29,4301,14650189.97201895,4474139.788914539,0,0,5,29,52,12,4,1,362,3792.0,13176721.989256324,4204.0,14438010.013067355,4130.0,14319272.429007689,4021.0,13789046.595112246,3950.4285714285716,210.48979163121328,13613312.236222524,3890.4285714285716,210.06325577924125,13424029.91390967,3828.9285714285716,209.83607862849593,13157710.791669011
2018-12-30,4324,14846800.830878263,4549078.866782828,0,0,6,30,52,12,4,1,363,4301.0,14650189.97201895,4247.0,14451890.715498315,4099.0,14098970.241204208,4013.0,13644389.859257864,3964.285714285714,232.05366784841826,13643623.658929896,3902.6428571428573,229.1675930717281,13447666.881267617,3838.9285714285716,225.42156861730868,13188465.912272822
2018-12-31,3788,13146582.030400114,4032820.981713754,0,0,0,31,1,12,4,0,364,4324.0,14846800.830878263,3783.0,13103308.382565891,3722.0,12834013.88123024,3641.0,12455364.716570487,3975.285714285714,248.90206526912831,13700039.38969846,3918.714285714286,250.86019047437264,13501083.35195862,3850.035714285714,241.4110498165926,13231409.161259266
2019-01-01,3824,13145346.38256304,4007153.394642789,0,0,1,1,1,1,1,0,365,3788.0,13146582.030400114,4043.0,13859313.086696496,3680.0,12647065.12213648,3608.0,12329405.81637746,3976.0,248.2646437439948,13706221.339389062,3923.4285714285716,247.4764058017951,13523409.648327896,3855.285714285714,238.27479578604752,13256095.493896037
2019-01-02,3845,13119665.040020589,4003217.9285082375,0,0,2,2,1,1,1,0,366,3824.0,13145346.38256304,3763.0,13058042.13980676,3659.0,12654175.661444806,3584.0,12328037.805118244,3944.714285714286,252.18228478999853,13604226.095941426,3933.714285714286,239.44275968347517,13559001.166929794,3863.0,233.41934922494517,13285236.228402665
2019-01-03,3874,13320184.357810616,4105423.097893406,0,0,3,3,1,1,1,0,367,3845.0,13119665.040020589,3821.0,13205899.32666653,3656.0,12739943.83491398,3654.0,12454464.954286013,3956.4285714285716,244.10985036990678,13613029.367400544,3947.0,227.90990122617814,13592250.408256635,3872.3214285714284,226.98785308852925,13313508.629649177
2019-01-04,3857,13260228.179986564,4097750.154331345,0,0,4,4,1,1,1,0,368,3874.0,13320184.357810616,3792.0,13176721.989256324,3867.0,13349791.97124028,3642.0,12472923.299878445,3964.0,239.99652775265855,13629355.800421128,3962.5714285714284,213.48958334730364,13633696.159892108,3880.1785714285716,222.92201818232414,13344427.179775057
2019-01-05,4267,14757860.472397724,4512535.792784931,0,0,5,5,1,1,1,1,369,3857.0,13260228.179986564,4301.0,14650189.97201895,4204.0,14438010.013067355,4106.0,13939263.00244478,3973.285714285714,233.3993104000897,13641285.256239733,3961.8571428571427,213.85036362368226,13627298.74623113,3887.8571428571427,218.06399235524646,13372545.211207489
2019-01-06,4364,15002686.283573942,4581533.477527719,0,0,6,6,1,1,1,1,370,4267.0,14757860.472397724,4324.0,14846800.830878263,4247.0,14451890.715498315,4113.0,14014260.879664384,3968.4285714285716,225.6685306246421,13656666.756293846,3966.3571428571427,219.91453135003195,13650145.20761187,3893.6071428571427,226.0071023606659,13401780.835134381
2019-01-07,3799,12893963.664032066,3949854.357819837,0,0,0,7,2,1,1,0,371,4364.0,15002686.283573942,3788.0,13146582.030400114,3783.0,13103308.382565891,3647.0,12519811.146928312,3974.1428571428573,236.4229462717375,13678936.106678942,3974.714285714286,233.2204070011054,13689487.7481887,3902.5714285714284,239.6003506723899,13437081.742416862
2019-01-08,3889,13319984.102701604,4090450.744086648,0,0,1,8,2,1,1,0,372,3799.0,12893963.664032066,3824.0,13145346.38256304,4043.0,13859313.086696496,3660.0,12666918.952750487,3975.714285714286,235.01185380437892,13642847.768626362,3975.8571428571427,232.24584359711343,13674534.554007713,3908.0,235.27840089122097,13450444.332313428
2019-01-09,3841,13286022.68875435,4085161.038720857,0,0,2,9,2,1,1,0,373,3889.0,13319984.102701604,3845.0,13119665.040020589,3763.0,13058042.13980676,3672.0,12538482.685421702,3985.0,229.2313242120269,13667796.014360443,3964.8571428571427,232.46798196174393,13636011.055150935,3916.1785714285716,230.2650732704769,13473768.087668823
2019-01-10,3906,13532828.952334903,4181621.944673427,0,0,3,10,2,1,1,0,374,3841.0,13286022.68875435,3874.0,13320184.357810616,3821.0,13205899.32666653,3704.0,12651682.91733718,3984.4285714285716,229.64309782998438,13691561.39275098,3970.4285714285716,228.15268648791184,13652295.380075764,3922.214285714286,225.79921548643568,13500465.944930702
2019-01-11,3882,13330599.33994576,4113977.8783363034,0,0,4,11,2,1,1,0,375,3906.0,13532828.952334903,3857.0,13260228.179986564,3792.0,13176721.989256324,3679.0,12675430.74084936,3989.0,227.38586880748053,13721939.191968737,3976.5,224.97922981056908,13675647.49619493,3929.4285714285716,221.7598682211081,13531935.446180623
2019-01-12,4337,14973837.17607426,4596902.989501935,0,0,5,12,2,1,1,1,376,3882.0,13330599.33994576,4267.0,14757860.472397724,4301.0,14650189.97201895,4130.0,14319272.429007689,3992.5714285714284,225.15243513588405,13731992.214820052,3982.9285714285716,220.54389560836378,13686638.73552989,3936.6785714285716,216.52594636610985,13555334.324719781
2019-01-13,4361,15094936.882129336,4647588.854697808,0,0,6,13,2,1,1,1,377,4337.0,14973837.17607426,4364.0,15002686.283573942,4324.0,14846800.830878263,4099.0,14098970.241204208,4002.5714285714284,240.40996730782996,13762846.029630983,3985.5,224.70827241628345,13709756.392962413,3944.0714285714284,226.66730858920255,13578711.637115015
2019-01-14,3961,13613971.093782026,4205019.867626431,0,0,0,14,3,1,1,0,378,4361.0,15094936.882129336,3799.0,12893963.664032066,3788.0,13146582.030400114,3722.0,12834013.88123024,4002.1428571428573,239.65977869431705,13776024.686567469,3988.1428571428573,229.16901963494652,13727480.396623205,3953.4285714285716,238.40386346786843,13614281.874290911
2019-01-15,3945,13552149.266516536,4187729.307242456,0,0,1,15,3,1,1,0,379,3961.0,13613971.093782026,3889.0,13319984.102701604,3824.0,13145346.38256304,3680.0,12647065.12213648,4025.285714285714,224.08979917711054,13878882.890817463,4000.5,222.1021074952893,13760865.329721915,3961.964285714286,234.049770291596,13642137.489024905
2019-01-16,3860,13330146.465248648,4072284.2862922912,0,0,2,16,3,1,1,0,380,3945.0,13552149.266516536,3841.0,13286022.68875435,3845.0,13119665.040020589,3659.0,12654175.661444806,4033.285714285714,219.3632560280727,13912049.342791025,4009.1428571428573,217.00119005092884,13789922.678575736,3971.4285714285716,227.4917057619464,13674461.922752764
